hora,hora_dec,pv_real_kw,pv_previsto_kw,ev_kw,solar_para_ev_kw,bateria_para_ev_kw,rede_para_ev_kw,carga_bateria_kw,bateria_soc,excedente_solar_kw,veiculos_conectados
09:45,9.75,17.711,13.883,14.8,14.8,0.0,0.0,2.911,0.881,0.0,2
09:50,9.8333,17.914,14.142,14.8,14.8,0.0,0.0,2.884,0.8924,0.23,2
09:55,9.9167,17.178,14.394,14.8,14.8,0.0,0.0,1.927,0.9,0.451,2
10:00,10.0,17.528,14.637,14.8,14.8,0.0,0.0,0.0,0.9,2.728,2
10:05,10.0833,18.345,14.873,14.8,14.8,0.0,0.0,0.0,0.9,3.545,2
10:10,10.1667,18.41,15.1,14.8,14.8,0.0,0.0,0.0,0.9,3.61,2
10:15,10.25,18.44,15.319,14.8,14.8,0.0,0.0,0.0,0.9,3.64,2
10:20,10.3333,17.738,15.529,14.8,14.8,0.0,0.0,0.0,0.9,2.938,2
10:25,10.4167,17.365,15.729,14.8,14.8,0.0,0.0,0.0,0.9,2.565,2
10:30,10.5,17.297,15.921,14.8,14.8,0.0,0.0,0.0,0.9,2.497,2
10:35,10.5833,16.493,16.103,14.8,14.8,0.0,0.0,0.0,0.9,1.693,2
10:40,10.6667,17.449,16.276,14.8,14.8,0.0,0.0,0.0,0.9,2.649,2
10:45,10.75,18.019,16.439,14.8,14.8,0.0,0.0,0.0,0.9,3.219,2
10:50,10.8333,18.768,16.593,14.8,14.8,0.0,0.0,0.0,0.9,3.968,2
10:55,10.9167,19.132,16.736,14.8,14.8,0.0,0.0,0.0,0.9,4.332,2
11:00,11.0,20.161,16.869,20.115,20.115,0.0,0.0,0.0,0.9,0.046,3
11:05,11.0833,19.77,16.993,20.456,19.77,0.0,0.686,0.0,0.9,0.0,3
11:10,11.1667,19.974,17.105,19.79,19.79,0.0,0.0,0.0,0.9,0.184,3
11:15,11.25,21.041,17.208,20.918,20.918,0.0,-0.0,0.0,0.9,0.123,3
11:20,11.3333,21.756,17.299,22.028,21.756,0.0,0.272,0.0,0.9,0.0,3
11:25,11.4167,21.503,17.381,20.846,20.846,0.0,0.0,0.0,0.9,0.657,3
11:30,11.5,20.871,17.451,20.72,20.72,0.0,0.0,0.0,0.9,0.151,3
11:35,11.5833,19.415,17.511,19.395,19.395,0.0,0.0,0.0,0.9,0.02,3
11:40,11.6667,17.326,17.56,17.856,17.326,0.0,0.53,0.0,0.9,0.0,3
11:45,11.75,17.074,17.598,17.125,17.074,0.0,0.051,0.0,0.9,0.0,3
11:50,11.8333,17.83,17.625,18.461,17.83,0.0,0.631,0.0,0.9,0.0,3
11:55,11.9167,19.376,17.642,19.286,19.286,0.0,0.0,0.0,0.9,0.09,3
12:00,12.0,19.139,17.647,19.413,19.139,0.0,0.274,0.0,0.9,0.0,3
12:05,12.0833,19.675,17.642,19.644,19.644,0.0,0.0,0.0,0.9,0.031,3
12:10,12.1667,19.896,17.625,20.308,19.896,0.0,0.412,0.0,0.9,0.0,3
12:15,12.25,20.238,17.598,20.067,20.067,0.0,0.0,0.0,0.9,0.171,3
12:20,12.3333,20.218,17.56,19.701,19.701,0.0,0.0,0.0,0.9,0.517,3
12:25,12.4167,19.322,17.511,19.451,19.322,0.0,0.129,0.0,0.9,0.0,3
12:30,12.5,19.092,17.451,18.833,18.833,0.0,0.0,0.0,0.9,0.259,3
12:35,12.5833,19.08,17.381,13.061,13.061,0.0,0.0,0.0,0.9,6.019,3
12:40,12.6667,19.672,17.299,7.4,7.4,0.0,0.0,0.0,0.9,12.272,3
12:45,12.75,20.674,17.208,7.4,7.4,0.0,0.0,0.0,0.9,13.274,3
12:50,12.8333,20.789,17.105,7.4,7.4,0.0,0.0,0.0,0.9,13.389,3
12:55,12.9167,20.581,16.993,7.4,7.4,0.0,0.0,0.0,0.9,13.181,3
13:00,13.0,19.11,16.869,7.4,7.4,0.0,0.0,0.0,0.9,11.71,3
13:05,13.0833,18.805,16.736,7.4,7.4,0.0,0.0,0.0,0.9,11.405,3
13:10,13.1667,17.918,16.593,7.4,7.4,0.0,0.0,0.0,0.9,10.518,3
13:15,13.25,18.05,16.439,7.4,7.4,0.0,0.0,0.0,0.9,10.65,3
13:20,13.3333,18.611,16.276,7.4,7.4,0.0,0.0,0.0,0.9,11.211,3
13:25,13.4167,18.98,16.103,7.4,7.4,0.0,0.0,0.0,0.9,11.58,3
13:30,13.5,19.152,15.921,7.4,7.4,0.0,0.0,0.0,0.9,11.752,2
13:35,13.5833,17.461,15.729,7.4,7.4,0.0,0.0,0.0,0.9,10.061,2
13:40,13.6667,17.709,15.529,7.4,7.4,0.0,0.0,0.0,0.9,10.309,2
13:45,13.75,16.882,15.319,7.4,7.4,0.0,0.0,0.0,0.9,9.482,2
13:50,13.8333,17.153,15.1,7.4,7.4,0.0,0.0,0.0,0.9,9.753,2
13:55,13.9167,16.27,14.873,7.4,7.4,0.0,0.0,0.0,0.9,8.87,2
14:00,14.0,15.742,14.637,14.8,14.8,0.0,0.0,0.0,0.9,0.942,3
14:05,14.0833,15.541,14.394,14.8,14.8,0.0,0.0,0.0,0.9,0.741,3
14:10,14.1667,15.26,14.142,14.8,14.8,0.0,0.0,0.0,0.9,0.46,3
14:15,14.25,15.32,13.883,12.278,12.278,0.0,0.0,0.0,0.9,3.041,3
14:20,14.3333,14.736,13.616,7.4,7.4,0.0,0.0,0.0,0.9,7.336,3
14:25,14.4167,14.656,13.342,7.4,7.4,0.0,0.0,0.0,0.9,7.256,3
14:30,14.5,14.963,13.061,7.4,7.4,0.0,0.0,0.0,0.9,7.563,3
14:35,14.5833,15.245,12.774,7.4,7.4,0.0,0.0,0.0,0.9,7.845,3
14:40,14.6667,14.735,12.48,7.4,7.4,0.0,0.0,0.0,0.9,7.335,3
14:45,14.75,13.531,12.18,7.4,7.4,0.0,0.0,0.0,0.9,6.131,3
14:50,14.8333,13.075,11.874,7.4,7.4,0.0,0.0,0.0,0.9,5.675,3
14:55,14.9167,12.755,11.563,7.4,7.4,0.0,0.0,0.0,0.9,5.355,3
15:00,15.0,12.241,11.246,7.4,7.4,0.0,0.0,0.0,0.9,4.841,2
15:05,15.0833,11.281,10.925,7.4,7.4,0.0,0.0,0.0,0.9,3.881,2
15:10,15.1667,10.84,10.599,7.4,7.4,0.0,0.0,0.0,0.9,3.44,2
15:15,15.25,10.668,10.269,7.4,7.4,0.0,0.0,0.0,0.9,3.268,2
15:20,15.3333,9.862,9.935,7.4,7.4,0.0,0.0,0.0,0.9,2.462,2
15:25,15.4167,9.362,9.597,7.4,7.4,0.0,0.0,0.0,0.9,1.962,2
15:30,15.5,8.458,9.257,7.4,7.4,0.0,0.0,0.0,0.9,1.058,2
15:35,15.5833,8.101,8.913,7.4,7.4,0.0,0.0,0.0,0.9,0.701,2
15:40,15.6667,8.239,8.567,7.4,7.4,0.0,0.0,0.0,0.9,0.839,2
15:45,15.75,8.373,8.219,7.4,7.4,0.0,0.0,0.0,0.9,0.973,2
15:50,15.8333,7.483,7.87,7.4,7.194,0.0,0.206,0.0,0.9,0.289,2
15:55,15.9167,6.633,7.519,7.4,6.507,0.0,0.893,0.0,0.9,0.126,2
16:00,16.0,6.401,7.167,7.4,6.351,0.0,1.049,0.0,0.9,0.05,1
16:05,16.0833,6.215,6.815,7.4,6.215,0.0,1.185,0.0,0.9,0.0,1
16:10,16.1667,5.526,6.463,7.398,5.526,0.0,1.872,0.0,0.9,0.0,1
16:15,16.25,5.528,6.111,7.108,5.442,0.0,1.666,0.0,0.9,0.086,1
16:20,16.3333,5.438,5.76,7.288,5.438,0.0,1.85,0.0,0.9,0.0,1
16:25,16.4167,4.976,5.41,6.494,4.92,0.0,1.574,0.0,0.9,0.056,1
16:30,16.5,4.75,5.063,6.399,4.75,0.0,1.649,0.0,0.9,0.0,1
16:35,16.5833,4.436,4.717,6.075,4.436,0.0,1.639,0.0,0.9,0.0,1
16:40,16.6667,4.151,4.375,5.533,4.102,0.0,1.431,0.0,0.9,0.049,1
16:45,16.75,3.781,4.036,5.096,3.708,0.0,1.388,0.0,0.9,0.073,1
16:50,16.8333,3.262,3.7,4.561,3.212,0.0,1.349,0.0,0.9,0.05,1
16:55,16.9167,2.97,3.37,4.279,2.955,0.0,1.324,0.0,0.9,0.015,1
17:00,17.0,2.615,3.045,9.145,2.577,0.0,6.568,0.0,0.9,0.038,2
17:05,17.0833,2.58,2.726,9.21,2.577,0.0,6.633,0.0,0.9,0.003,2
17:10,17.1667,2.294,2.413,9.274,2.224,0.0,7.05,0.0,0.9,0.07,2
17:15,17.25,2.08,2.109,9.329,2.08,0.0,7.249,0.0,0.9,0.0,2
17:20,17.3333,1.879,1.812,9.329,1.836,0.0,7.493,0.0,0.9,0.043,2
17:25,17.4167,1.635,1.526,9.423,1.612,0.0,7.811,0.0,0.9,0.023,2
17:30,17.5,1.354,1.25,9.344,1.354,0.0,7.99,0.0,0.9,0.0,2
17:35,17.5833,1.03,0.988,9.048,1.03,0.0,8.018,0.0,0.9,0.0,2
17:40,17.6667,0.811,0.74,12.921,0.811,10.0,2.11,0.0,0.8561,0.0,2
17:45,17.75,0.556,0.509,12.204,0.538,10.0,1.666,0.0,0.8123,0.018,2
17:50,17.8333,0.334,0.301,11.555,0.334,10.0,1.221,0.0,0.7684,0.0,2
17:55,17.9167,0.137,0.122,10.858,0.137,10.0,0.721,0.0,0.7246,0.0,2
18:00,18.0,0.0,0.0,8.373,0.0,8.373,0.0,0.0,0.6878,0.0,2
18:05,18.0833,0.0,0.0,7.4,0.0,7.4,0.0,0.0,0.6554,0.0,2
18:10,18.1667,0.0,0.0,7.4,0.0,7.4,0.0,0.0,0.6229,0.0,2
18:15,18.25,0.0,0.0,7.4,0.0,7.4,0.0,0.0,0.5905,0.0,2
18:20,18.3333,0.0,0.0,7.4,0.0,7.4,0.0,0.0,0.558,0.0,2
18:25,18.4167,0.0,0.0,7.4,0.0,7.4,0.0,0.0,0.5256,0.0,2
18:30,18.5,0.0,0.0,14.8,0.0,10.0,4.8,0.0,0.4817,0.0,2
18:35,18.5833,0.0,0.0,14.8,0.0,10.0,4.8,0.0,0.4378,0.0,2
18:40,18.6667,0.0,0.0,14.721,0.0,10.0,4.721,0.0,0.394,0.0,2
18:45,18.75,0.0,0.0,14.648,0.0,10.0,4.648,0.0,0.3501,0.0,2
18:50,18.8333,0.0,0.0,14.575,0.0,10.0,4.575,0.0,0.3063,0.0,2
18:55,18.9167,0.0,0.0,14.5,0.0,10.0,4.5,0.0,0.2624,0.0,2
19:00,19.0,0.0,0.0,14.423,0.0,10.0,4.423,0.0,0.2185,0.0,2
19:05,19.0833,0.0,0.0,11.745,0.0,4.227,7.518,0.0,0.2,0.0,2
19:10,19.1667,0.0,0.0,8.885,0.0,0.0,8.885,0.0,0.2,0.0,2
19:15,19.25,0.0,0.0,8.885,0.0,0.0,8.885,0.0,0.2,0.0,2
19:20,19.3333,0.0,0.0,8.885,0.0,0.0,8.885,0.0,0.2,0.0,2
19:25,19.4167,0.0,0.0,8.757,0.0,0.0,8.757,0.0,0.2,0.0,2
19:30,19.5,0.0,0.0,8.757,0.0,0.0,8.757,0.0,0.2,0.0,2
19:35,19.5833,0.0,0.0,8.757,0.0,0.0,8.757,0.0,0.2,0.0,2
19:40,19.6667,0.0,0.0,8.685,0.0,0.0,8.685,0.0,0.2,0.0,2
19:45,19.75,0.0,0.0,8.62,0.0,0.0,8.62,0.0,0.2,0.0,2
19:50,19.8333,0.0,0.0,8.569,0.0,0.0,8.569,0.0,0.2,0.0,2
19:55,19.9167,0.0,0.0,8.569,0.0,0.0,8.569,0.0,0.2,0.0,2
20:00,20.0,0.0,0.0,8.463,0.0,0.0,8.463,0.0,0.2,0.0,2
20:05,20.0833,0.0,0.0,8.463,0.0,0.0,8.463,0.0,0.2,0.0,2
20:10,20.1667,0.0,0.0,8.403,0.0,0.0,8.403,0.0,0.2,0.0,2
20:15,20.25,0.0,0.0,8.346,0.0,0.0,8.346,0.0,0.2,0.0,2
20:20,20.3333,0.0,0.0,8.283,0.0,0.0,8.283,0.0,0.2,0.0,2
20:25,20.4167,0.0,0.0,8.283,0.0,0.0,8.283,0.0,0.2,0.0,2
20:30,20.5,0.0,0.0,8.152,0.0,0.0,8.152,0.0,0.2,0.0,2
20:35,20.5833,0.0,0.0,8.152,0.0,0.0,8.152,0.0,0.2,0.0,2
20:40,20.6667,0.0,0.0,8.075,0.0,0.0,8.075,0.0,0.2,0.0,2
20:45,20.75,0.0,0.0,8.007,0.0,0.0,8.007,0.0,0.2,0.0,2
20:50,20.8333,0.0,0.0,7.923,0.0,0.0,7.923,0.0,0.2,0.0,2
20:55,20.9167,0.0,0.0,7.923,0.0,0.0,7.923,0.0,0.2,0.0,2
21:00,21.0,0.0,0.0,7.749,0.0,0.0,7.749,0.0,0.2,0.0,2
21:05,21.0833,0.0,0.0,7.696,0.0,0.0,7.696,0.0,0.2,0.0,2
21:10,21.1667,0.0,0.0,7.587,0.0,0.0,7.587,0.0,0.2,0.0,2
21:15,21.25,0.0,0.0,7.519,0.0,0.0,7.519,0.0,0.2,0.0,2
21:20,21.3333,0.0,0.0,7.396,0.0,0.0,7.396,0.0,0.2,0.0,2
21:25,21.4167,0.0,0.0,7.321,0.0,0.0,7.321,0.0,0.2,0.0,2
21:30,21.5,0.0,0.0,7.167,0.0,0.0,7.167,0.0,0.2,0.0,2
21:35,21.5833,0.0,0.0,7.06,0.0,0.0,7.06,0.0,0.2,0.0,2
21:40,21.6667,0.0,0.0,6.868,0.0,0.0,6.868,0.0,0.2,0.0,2
21:45,21.75,0.0,0.0,6.712,0.0,0.0,6.712,0.0,0.2,0.0,2
21:50,21.8333,0.0,0.0,6.397,0.0,0.0,6.397,0.0,0.2,0.0,2
21:55,21.9167,0.0,0.0,5.672,0.0,0.0,5.672,0.0,0.2,0.0,2
22:00,22.0,0.0,0.0,3.491,0.0,0.0,3.491,0.0,0.2,0.0,1
22:05,22.0833,0.0,0.0,3.491,0.0,0.0,3.491,0.0,0.2,0.0,1
22:10,22.1667,0.0,0.0,3.391,0.0,0.0,3.391,0.0,0.2,0.0,1
22:15,22.25,0.0,0.0,3.331,0.0,0.0,3.331,0.0,0.2,0.0,1
22:20,22.3333,0.0,0.0,3.268,0.0,0.0,3.268,0.0,0.2,0.0,1
22:25,22.4167,0.0,0.0,3.202,0.0,0.0,3.202,0.0,0.2,0.0,1
22:30,22.5,0.0,0.0,3.124,0.0,0.0,3.124,0.0,0.2,0.0,1
22:35,22.5833,0.0,0.0,3.024,0.0,0.0,3.024,0.0,0.2,0.0,1
22:40,22.6667,0.0,0.0,2.914,0.0,0.0,2.914,0.0,0.2,0.0,1
22:45,22.75,0.0,0.0,2.765,0.0,0.0,2.765,0.0,0.2,0.0,1
22:50,22.8333,0.0,0.0,2.546,0.0,0.0,2.546,0.0,0.2,0.0,1
22:55,22.9167,0.0,0.0,1.905,0.0,0.0,1.905,0.0,0.2,0.0,1
23:00,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:05,23.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:10,23.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:15,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:20,23.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:25,23.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:30,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:35,23.5833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:40,23.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:45,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:50,23.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
23:55,23.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
